MolWt,LogP,NumHDonors,NumHAcceptors,pIC50
430.91100000000034,4.895100000000005,1,6,6.824
446.9100000000004,4.275600000000004,1,7,7.0
446.9100000000004,4.275600000000004,1,7,6.699
702.6640000000001,2.0874000000000037,2,6,5.328
279.33900000000006,4.227420000000003,0,3,4.699
340.3350000000001,3.8358000000000025,0,6,4.699
200.197,1.836780000000001,2,4,4.21
475.3620000000003,4.426100000000003,1,5,6.699
475.3620000000003,4.426100000000003,1,5,7.0
371.4360000000001,5.498000000000005,0,4,4.699
304.3490000000001,4.400300000000002,1,3,4.699
295.33799999999997,3.9276000000000026,0,4,4.699
289.33400000000006,3.6518000000000024,0,3,4.699
257.3329999999999,3.909600000000003,0,3,4.699
241.31500000000003,3.9719000000000024,0,3,4.699
204.22899999999998,1.8341999999999998,1,4,4.699
380.4000000000001,2.2953800000000006,3,6,4.31
322.364,2.753780000000001,3,4,6.15
299.414,4.764900000000004,0,3,4.699
297.266,2.2988800000000005,4,6,5.3
290.3,2.00806,2,6,4.27
310.309,2.0267799999999996,4,5,5.52
479.3830000000003,5.627100000000006,1,6,7.046
479.3830000000003,5.627100000000006,1,6,7.097
489.3890000000004,5.394300000000006,1,6,6.699
489.3890000000004,5.394300000000006,1,6,6.824
467.37200000000036,5.316900000000006,1,6,6.523
467.37200000000036,5.316900000000006,1,6,7.0
301.367,3.989100000000003,0,5,4.699
291.3500000000001,4.422400000000004,0,3,4.699
238.246,2.7080000000000006,2,4,6.301
294.3540000000001,3.8641000000000023,1,4,4.699
204.18499999999997,0.4900799999999999,3,4,5.35
475.36200000000036,5.004200000000005,1,6,6.699
475.36200000000036,5.004200000000005,1,6,6.824
271.341,3.980500000000003,0,4,4.699
325.3640000000001,3.936200000000003,0,5,4.699
266.3,3.314000000000001,0,4,4.602
366.3980000000001,3.8218600000000023,2,6,5.1
397.4560000000001,3.043780000000002,3,6,4.66
445.9260000000004,3.8007000000000035,1,7,6.699
445.9260000000004,3.8007000000000035,1,7,6.699
467.37200000000036,5.461000000000006,1,6,7.0
467.37200000000036,5.461000000000006,1,6,7.0
310.26500000000004,2.7958800000000013,2,6,4.96
380.42900000000003,2.9616800000000016,3,6,4.84
540.8650000000005,4.721700000000006,1,7,7.0
540.8650000000005,4.721700000000006,1,7,7.046
493.3520000000003,5.143300000000004,1,6,6.523
493.3520000000003,5.143300000000004,1,6,6.398
255.31699999999995,3.819300000000002,0,3,4.699
266.3,3.162980000000001,0,4,6.155
332.4690000000001,4.681050000000004,3,4,3.3
511.8230000000004,5.4260000000000055,1,6,6.301
511.8230000000004,5.4260000000000055,1,6,6.77
475.36200000000036,5.004200000000005,1,6,7.0
475.36200000000036,5.004200000000005,1,6,6.824
742.6440000000001,2.295800000000005,6,4,6.046
742.6440000000001,2.295800000000005,6,4,5.377
239.34300000000002,4.580140000000003,0,2,4.699
283.302,4.058100000000003,0,3,4.699
239.34300000000002,4.580140000000003,0,2,4.699
331.31800000000004,4.2058000000000035,0,4,4.699
438.57800000000015,4.188600000000004,2,6,5.161
674.6099999999999,2.066600000000003,4,4,5.337
295.3380000000001,3.9276000000000026,0,4,4.699
295.3380000000001,3.831000000000002,0,4,4.699
431.9260000000001,4.348480000000002,2,7,4.08
341.392,2.4803800000000016,2,6,5.47
384.41300000000007,2.783580000000001,3,6,6.15
279.295,3.196100000000002,2,4,4.82
496.4140000000004,4.612600000000006,1,7,7.125
496.4140000000004,4.612600000000006,1,7,7.0
506.2780000000002,1.3405999999999996,2,4,5.456
265.312,3.919000000000003,0,3,4.699
305.78600000000006,4.633900000000002,0,4,4.699
308.337,2.8821800000000017,3,4,5.6
432.8830000000004,3.885500000000004,1,7,6.398
432.8830000000004,3.885500000000004,1,7,6.523
532.3640000000001,0.6634000000000013,2,4,5.215
271.34100000000007,3.980500000000003,0,4,4.699
282.29900000000004,3.0196000000000014,1,5,4.699
322.36400000000003,3.5687400000000027,3,4,4.72
648.8580000000002,5.821000000000004,6,6,5.131
648.8580000000002,5.821000000000004,6,6,4.0
301.29200000000003,4.197200000000003,0,3,4.699
283.302,4.058100000000003,0,3,4.699
475.36200000000036,5.052100000000005,2,6,6.699
475.36200000000036,5.052100000000005,2,6,7.097
702.664,2.2730000000000024,2,6,5.161
296.326,3.3226000000000013,0,5,4.699
308.3810000000001,3.985000000000003,0,4,4.699
321.376,4.431000000000004,0,4,4.699
341.41000000000014,5.586000000000005,0,3,4.699
334.2020000000001,5.225800000000002,0,3,4.699
211.289,3.963300000000002,0,2,4.699
299.71299999999997,3.541080000000001,2,4,5.18
397.48100000000005,3.695080000000002,2,7,4.72
441.5340000000002,4.093780000000002,2,8,3.78
618.4940000000001,3.8548000000000027,0,6,4.0
234.21099999999998,2.1601999999999997,0,5,4.699
479.3250000000003,4.8011000000000035,2,6,6.347
479.3250000000003,4.8011000000000035,2,6,6.398
855.6980000000001,4.116200000000001,6,4,4.301
231.298,4.405200000000003,0,1,4.699
271.29699999999997,2.949180000000001,2,5,4.51
368.4140000000001,3.1136800000000027,1,6,4.64
462.95300000000026,4.677520000000005,2,7,6.523
462.95300000000026,4.677520000000005,2,7,6.699
444.9380000000004,5.285200000000006,1,6,6.523
444.9380000000004,5.285200000000006,1,6,6.699
313.32800000000003,4.066700000000003,0,4,4.699
283.258,3.0267800000000014,2,4,5.29
377.80300000000017,4.1997000000000035,1,6,7.0
377.80300000000017,4.1997000000000035,1,6,7.0
483.37100000000027,5.022500000000004,2,7,7.0
483.37100000000027,5.022500000000004,2,7,7.155
742.6440000000001,2.295800000000005,6,4,5.886
304.34900000000005,4.400300000000003,1,3,4.699
340.3350000000001,2.660680000000001,3,6,4.6
294.31,2.32118,3,4,6.3
244.297,4.3831000000000016,1,1,4.699
295.382,4.183800000000003,0,3,4.699
265.268,2.8876800000000014,2,4,4.85
214.224,2.1397800000000005,1,4,4.06
523.8340000000004,5.7362000000000055,1,6,7.0
523.8340000000004,5.7362000000000055,1,6,7.046
280.179,5.270100000000002,0,2,4.699
340.40400000000005,2.9234800000000014,3,5,6.19
388.8760000000001,3.879880000000003,2,5,4.8
310.3090000000001,3.827200000000003,0,5,4.699
934.6580000000001,3.735400000000001,6,4,5.155
524.7080000000002,6.460800000000006,0,8,4.0
495.94200000000035,4.478080000000003,2,7,4.867
235.30800000000002,2.1105,0,3,4.0
467.9320000000002,5.097580000000004,2,6,7.097
495.98600000000016,5.876180000000006,2,6,5.315
457.3760000000004,4.055200000000002,2,7,8.268
378.48000000000025,3.2110200000000013,2,7,8.032
249.335,2.8023000000000007,1,2,4.0
263.362,2.8907000000000016,0,3,4.0
496.6540000000002,5.6806000000000045,0,8,4.0
496.65400000000034,6.440000000000006,2,6,4.0
435.2810000000001,4.200880000000002,2,5,6.018
401.31200000000007,3.5287000000000015,1,6,7.398
429.3220000000003,3.2750000000000012,2,7,8.495
429.3220000000003,3.2750000000000012,2,7,7.444
447.3370000000001,2.229399999999999,4,8,8.036
359.43700000000007,3.775520000000002,2,7,8.456
350.4700000000001,3.8305200000000026,2,6,8.268
235.30800000000002,2.4122000000000003,1,2,5.174
235.30800000000002,2.6968000000000005,1,3,4.0
436.53300000000013,4.252200000000004,0,7,4.0
480.36600000000016,4.677480000000004,2,6,5.541
456.39200000000017,3.580300000000001,2,7,8.31
461.3640000000001,2.6194999999999995,4,8,8.921
424.2800000000001,2.8306000000000004,3,7,8.854
424.2800000000001,2.8306000000000004,3,7,6.0
465.3070000000002,4.209480000000003,2,6,6.102
467.9320000000002,5.097580000000004,2,6,6.252
404.2680000000001,2.3202999999999996,3,7,8.495
410.2790000000001,3.9086,3,6,9.041
249.33500000000004,3.0869000000000018,1,3,4.0
374.2420000000001,2.9594000000000005,2,6,8.585
331.177,2.8165000000000004,3,6,8.149
479.3340000000001,4.217480000000002,2,6,6.032
360.2110000000001,4.153100000000003,1,5,7.155
235.30800000000002,2.9985000000000017,2,2,5.174
468.6000000000004,6.099840000000005,4,4,5.076
468.6000000000003,6.263200000000004,4,4,4.745
369.22200000000004,4.260400000000002,2,4,8.699
360.21500000000003,2.9351000000000003,3,6,9.62
468.6000000000003,5.659800000000004,2,6,4.678
536.4300000000002,4.838180000000003,2,7,4.986
424.30600000000015,4.229600000000001,2,7,9.292
330.1890000000001,3.5726000000000013,2,5,9.886
330.1890000000001,3.5726000000000013,2,5,7.796
402.25200000000007,3.8076000000000016,3,6,9.553
391.52300000000025,3.1262200000000018,2,7,8.252
468.60000000000014,4.900400000000004,0,8,4.481
384.2330000000001,4.629780000000003,1,5,6.721
459.34800000000024,3.6777000000000024,2,7,9.131
459.34800000000024,3.6777000000000024,2,7,6.0
179.17499999999998,0.8144999999999998,3,3,5.699
450.34000000000003,4.668880000000003,2,5,6.509
522.4030000000001,4.448080000000003,2,7,5.268
412.4920000000002,4.702800000000002,4,4,4.991
506.4290000000001,4.603280000000003,2,6,6.26
221.281,2.0221,1,2,4.0
249.335,2.5006000000000004,0,3,4.0
504.4320000000002,5.676480000000005,2,5,6.886
329.201,4.177600000000002,2,4,8.398
221.28100000000003,2.6084000000000005,2,2,5.79
405.25500000000005,4.574380000000002,2,4,6.027
415.3390000000001,4.284600000000003,2,6,8.131
315.17400000000004,3.7181000000000015,2,4,10.0
522.4030000000002,4.448080000000003,2,7,5.417
507.8750000000001,5.597480000000003,2,6,5.578
467.9320000000002,5.095980000000004,2,6,5.282
393.244,4.737080000000002,2,4,6.229
480.31900000000013,0.37869999999999987,7,10,8.319
401.31200000000007,3.8945000000000016,2,6,8.056
265.32,3.118520000000001,2,5,8.854
407.4880000000002,2.5412999999999997,0,7,4.0
444.55900000000025,5.351000000000003,4,5,5.032
468.6000000000003,6.099840000000005,4,4,5.538
496.6540000000003,6.284000000000004,2,6,5.081
404.2680000000001,2.3218999999999994,3,7,7.921
472.6130000000003,5.5278000000000045,2,7,4.456
440.5460000000002,4.723600000000003,2,6,4.276
390.2410000000001,2.2960000000000003,4,7,9.036
390.2410000000001,2.2960000000000003,4,7,6.644
518.4150000000002,4.665280000000004,2,6,6.824
478.35000000000025,4.124680000000002,2,6,7.046
494.3930000000002,5.067580000000004,2,6,5.796
407.2710000000001,5.127180000000003,2,4,5.79
344.216,3.5969000000000015,1,5,10.046
344.216,3.5969000000000015,1,5,7.854
390.24100000000004,2.2959999999999994,4,7,7.854
429.3660000000001,4.674700000000003,2,6,8.076
509.96900000000034,4.8665800000000035,2,7,4.975
387.2850000000001,3.5044000000000013,2,6,7.347
440.5460000000003,5.483000000000003,4,4,5.377
435.2810000000002,4.582980000000004,2,5,6.041
423.8790000000001,4.6988800000000035,2,5,6.187
321.3980000000001,2.8042000000000007,1,5,4.0
481.95900000000023,5.487680000000005,2,6,5.719
423.27000000000015,4.745680000000003,2,5,6.092
453.9050000000002,4.707480000000004,2,6,5.635
424.8630000000002,5.555880000000004,2,5,5.125
465.9160000000002,4.469480000000003,2,6,5.569
426.3180000000001,4.192200000000002,2,5,7.959
345.41,3.4545200000000014,3,6,8.143
316.16200000000003,3.113100000000001,2,5,8.0
316.16200000000003,3.113100000000001,2,5,6.959
494.3460000000001,0.40300000000000075,6,10,8.495
293.34400000000005,2.6274000000000006,3,3,4.0
468.60000000000025,6.099840000000005,4,4,5.824
504.43200000000013,5.6732800000000045,2,5,6.602
465.91600000000017,4.469480000000003,2,6,5.64
443.34900000000033,3.6651000000000016,2,7,8.721
443.34900000000033,3.6651000000000016,2,7,8.092
388.225,3.051700000000001,2,6,7.796
468.60000000000025,5.503800000000004,2,6,5.509
388.2250000000001,3.4175000000000013,3,6,9.215
388.2250000000001,3.4175000000000013,3,6,4.943
207.254,2.2183,2,2,4.827
221.28100000000003,2.3067,1,3,4.0
480.3660000000002,4.677480000000003,2,6,6.102
374.1980000000001,3.027400000000001,3,6,8.824
440.5460000000003,4.879600000000003,2,6,4.745
451.2800000000001,4.132480000000003,2,6,6.481
280.3310000000001,3.1111000000000013,2,5,6.523
291.786,2.4580000000000006,2,4,4.0
308.385,3.8042000000000016,1,5,6.244
367.4530000000001,2.2220999999999993,3,7,6.31
339.1960000000001,4.617200000000001,2,3,8.907
305.406,5.017600000000003,1,4,6.269
371.2630000000001,4.932800000000002,2,5,9.569
371.2630000000001,4.932800000000002,2,5,7.066
341.36700000000013,3.4078000000000017,1,7,5.553
404.4700000000002,3.4738000000000016,2,7,5.013
308.385,3.8042000000000016,1,5,6.337
294.35800000000006,2.766400000000001,2,5,6.102
324.384,2.6324999999999994,2,6,6.377
353.4010000000002,3.079300000000001,1,6,8.0
360.2110000000001,4.153100000000003,1,5,10.602
343.4310000000001,2.6056,2,6,5.0
438.3730000000001,5.432400000000005,1,5,5.387
372.83700000000005,5.226520000000003,1,6,7.959
426.8070000000001,5.936900000000002,1,6,6.337
342.3510000000001,3.456500000000002,0,7,4.0
266.3479999999999,3.8073000000000023,2,3,4.0
422.73500000000007,5.781000000000003,1,5,7.699
330.189,3.572600000000002,2,5,11.097
369.2220000000001,4.625800000000003,2,4,8.921
369.2220000000001,4.625800000000003,2,4,7.886
386.27400000000006,5.359200000000003,1,5,7.097
390.44300000000015,3.1708000000000007,3,7,5.469
280.3310000000001,2.3763000000000005,2,5,5.55
399.31700000000006,5.416600000000003,1,5,7.703
381.4360000000001,1.7486999999999997,3,7,6.481
353.223,4.627600000000002,1,4,6.13
353.223,4.627600000000002,1,4,6.114
389.684,5.347420000000003,2,3,5.0
296.7610000000001,4.228100000000002,2,3,5.676
260.3,3.806300000000001,2,3,6.578
437.7060000000001,5.680600000000002,1,6,7.91
312.785,4.636500000000002,1,5,6.0
359.2230000000001,4.758100000000003,1,4,6.432
361.1950000000001,4.201800000000003,0,5,7.155
339.1960000000001,4.568800000000001,2,3,7.509
339.1960000000001,4.568800000000001,2,3,6.201
360.3640000000001,5.189100000000002,2,5,7.328
274.327,3.674800000000001,2,3,6.337
395.3070000000001,4.415600000000002,2,7,7.398
360.2070000000001,4.806800000000003,0,4,5.602
294.3580000000001,3.5012000000000016,2,5,6.602
244.298,1.9328199999999995,3,5,9.0
357.23600000000005,4.745600000000001,1,5,6.135
374.44400000000013,3.465200000000001,2,6,4.842
255.708,4.0268000000000015,1,3,7.638
360.2110000000001,4.153100000000003,1,5,8.398
280.3310000000001,3.1111000000000013,2,5,6.222
389.6840000000001,5.049400000000002,1,4,6.879
294.3580000000001,3.5012000000000016,2,5,7.097
339.196,4.617200000000001,2,3,9.409
340.1840000000001,4.012200000000001,2,4,7.538
306.18800000000005,4.197400000000001,1,4,7.456
354.211,4.199400000000001,3,4,6.833
354.211,4.199400000000001,3,4,6.307
468.39900000000006,5.441000000000005,1,6,5.37
358.81000000000006,4.918100000000003,1,6,7.237
368.4120000000002,3.6308000000000016,1,6,7.081
306.18800000000005,4.197400000000001,1,4,7.959
324.815,4.657600000000003,2,3,6.378
306.39400000000006,4.478720000000003,2,5,8.678
306.39400000000006,4.478720000000003,2,5,7.009
340.18000000000006,4.882100000000002,1,4,6.131
340.3790000000001,4.012800000000003,1,6,4.094
360.41700000000014,3.1622000000000012,3,6,4.879
407.72400000000005,5.354600000000002,2,5,9.328
437.7060000000001,5.680600000000002,1,6,6.801
356.24800000000005,5.350600000000002,1,4,8.745
356.24800000000005,5.350600000000002,1,4,6.77
338.43600000000004,4.168900000000002,3,6,8.027
403.305,4.5413000000000014,3,6,8.569
291.379,4.456600000000003,1,4,6.719
389.2530000000001,5.071900000000001,2,5,9.0
389.2530000000001,5.071900000000001,2,5,7.377
463.37600000000015,5.920100000000004,3,6,8.102
463.37600000000015,5.920100000000004,3,6,7.071
278.3590000000001,3.795600000000002,1,4,6.301
375.6570000000001,4.990600000000002,2,3,7.143
375.6570000000001,4.990600000000002,2,3,7.032
431.3590000000001,5.390900000000002,3,6,8.959
431.3590000000001,5.390900000000002,3,6,7.481
294.358,3.4141000000000012,1,5,6.347
437.7060000000001,5.680600000000002,1,6,7.319
452.76100000000014,5.789600000000003,1,6,6.353
340.184,4.012200000000001,2,4,11.097
340.184,4.012200000000001,2,4,9.357
422.73500000000007,5.781000000000003,1,5,7.9
341.3630000000001,4.061500000000003,0,6,4.0
341.3630000000001,4.061500000000003,0,6,5.0
344.4180000000001,3.4566000000000017,2,5,6.357
264.33200000000005,3.4055000000000017,1,4,6.137
340.184,4.012200000000002,2,4,6.565
324.815,4.657600000000003,2,3,4.0
353.4260000000002,2.0153,3,7,5.595
353.4260000000002,2.0153,3,7,5.0
408.5060000000002,2.4141999999999992,1,7,6.125
367.4530000000001,2.3183,2,7,6.046
367.4530000000001,2.3183,2,7,5.0
279.34700000000004,2.2149,2,5,4.873
381.4360000000002,2.1959999999999997,2,8,6.097
381.4360000000002,2.1959999999999997,2,8,5.0
505.58800000000025,6.808000000000006,2,5,5.0
394.4790000000002,2.1111999999999993,2,7,6.301
394.4790000000002,2.1111999999999993,2,7,5.0
352.39800000000014,1.1181999999999999,3,7,6.398
352.39800000000014,1.1181999999999999,3,7,5.0
381.4360000000002,2.1088999999999993,1,8,6.081
424.5490000000002,2.2500999999999998,2,8,6.53
424.5490000000002,2.2500999999999998,2,8,5.108
506.57600000000025,6.203000000000005,2,6,5.0
367.40900000000016,1.8058999999999992,2,8,6.131
367.40900000000016,1.8058999999999992,2,8,5.0
424.54900000000026,2.5619999999999994,2,8,6.509
424.54900000000026,2.5619999999999994,2,8,5.0
295.34600000000006,1.9204999999999997,3,6,5.573
366.42500000000007,1.4211999999999994,2,7,6.357
309.37300000000005,2.2234999999999996,2,6,5.951
366.4250000000002,1.5083,3,7,6.77
366.4250000000002,1.5083,3,7,5.0
438.57600000000025,2.9042000000000012,1,8,6.032
438.57600000000025,2.9042000000000012,1,8,5.0
295.34600000000006,1.9204999999999997,3,6,5.815
295.34600000000006,1.9204999999999997,3,6,5.0
380.4520000000001,1.8112999999999995,2,7,6.456
395.4630000000002,3.5680000000000014,2,7,5.658
395.4630000000002,3.5680000000000014,2,7,5.0
395.46300000000025,2.4990000000000006,1,8,5.833
377.444,4.6822000000000035,1,3,4.018
379.46400000000017,3.862400000000002,1,6,5.081
